user_id,signup_date,acquisition_channel,experiment_group,activated,activation_date
61018,2024-12-01,Paid Social,B,True,2024-12-03
61019,2024-12-17,Influencer,A,True,2024-12-17
61020,2024-06-19,Organic,B,True,2024-06-19
61021,2024-11-30,Organic,B,True,2024-12-07
61022,2024-05-13,Referral,B,False,
61023,2024-04-05,Organic,A,True,2024-04-05
61024,2024-01-27,Paid Social,A,True,2024-01-27
61025,2024-06-13,Influencer,B,False,
61026,2024-09-08,Paid Social,B,True,2024-09-09
61027,2024-12-22,Paid Social,B,True,2024-12-25
61028,2024-07-09,Organic,B,False,
61029,2024-09-25,Organic,B,True,2024-09-27
61030,2024-11-23,Referral,A,True,2024-11-23
61031,2024-07-17,Paid Social,A,True,2024-07-20
61032,2024-03-01,Paid Social,A,True,2024-03-07
61033,2024-11-05,Paid Social,A,True,2024-11-06
61034,2024-07-28,Organic,A,False,
61035,2024-10-03,Paid Social,B,False,
61036,2024-08-28,Influencer,B,False,
61037,2024-01-23,Paid Social,B,False,
61038,2024-03-02,Referral,A,False,
61039,2024-04-14,Referral,B,False,
61040,2024-04-13,Referral,B,True,2024-04-20
61041,2024-11-02,Organic,A,False,
61042,2024-08-06,Organic,B,False,
61043,2024-01-31,Organic,A,True,2024-02-02
61044,2024-05-21,Organic,B,False,
61045,2024-07-22,Paid Social,B,True,2024-07-22
61046,2024-04-01,Organic,A,True,2024-04-04
61047,2024-01-15,Organic,B,True,2024-01-21
61048,2024-05-18,Influencer,B,False,
61049,2024-06-17,Paid Social,B,True,2024-06-23
61050,2024-11-26,Organic,B,True,2024-11-29
61051,2024-11-27,Organic,A,True,2024-12-03
61052,2024-07-01,Referral,B,False,
61053,2024-06-21,Paid Social,A,True,2024-06-26
61054,2024-08-21,Referral,B,True,2024-08-21
61055,2024-04-04,Referral,A,False,
61056,2024-04-14,Referral,A,True,2024-04-20
61057,2024-01-01,Organic,B,False,
61058,2024-01-29,Organic,A,True,2024-02-01
61059,2024-03-06,Paid Social,A,True,2024-03-13
61060,2024-08-21,Referral,B,True,2024-08-23
61061,2024-03-18,Referral,A,True,2024-03-20
61062,2024-02-15,Organic,B,True,2024-02-18
61063,2024-08-12,Paid Social,B,True,2024-08-18
61064,2024-08-25,Organic,B,True,2024-08-30
61065,2024-01-22,Influencer,B,False,
61066,2024-10-09,Organic,A,True,2024-10-09
61067,2024-08-09,Organic,A,True,2024-08-12
61068,2024-05-24,Referral,B,True,2024-05-29
61069,2024-12-24,Referral,B,False,
61070,2024-01-04,Organic,B,True,2024-01-09
61071,2024-07-17,Organic,A,True,2024-07-18
61072,2024-02-28,Referral,B,True,2024-03-02
61073,2024-04-30,Organic,A,False,
61074,2024-02-18,Influencer,B,False,
61075,2024-08-31,Influencer,B,True,2024-09-06
61076,2024-05-26,Organic,B,True,2024-05-27
61077,2024-12-25,Referral,A,True,2024-12-25
61078,2024-08-26,Paid Social,B,False,
61079,2024-11-30,Referral,A,True,2024-12-03
61080,2024-03-28,Influencer,B,False,
61081,2024-04-26,Paid Social,A,True,2024-05-01
61082,2024-05-12,Paid Social,A,True,2024-05-13
61083,2024-11-02,Referral,B,True,2024-11-03
61084,2024-03-18,Organic,B,True,2024-03-19
61085,2024-12-11,Organic,A,True,2024-12-16
61086,2024-01-16,Organic,B,True,2024-01-17
61087,2024-11-20,Referral,B,False,
61088,2024-06-13,Paid Social,A,True,2024-06-13
61089,2024-07-10,Organic,B,True,2024-07-12
61090,2024-12-30,Paid Social,A,True,2025-01-04
61091,2024-11-13,Referral,B,False,
61092,2024-11-25,Organic,A,True,2024-11-29
61093,2024-08-01,Organic,A,True,2024-08-08
61094,2024-12-15,Referral,A,True,2024-12-22
61095,2024-09-08,Organic,B,True,2024-09-13
61096,2024-10-26,Influencer,B,True,2024-10-26
61097,2024-09-20,Organic,A,False,
61098,2024-10-12,Organic,A,True,2024-10-15
61099,2024-08-20,Organic,A,True,2024-08-24
61100,2024-09-22,Paid Social,B,False,
61101,2024-06-08,Organic,B,False,
61102,2024-09-15,Referral,A,True,2024-09-21
61103,2024-04-11,Organic,A,True,2024-04-12
61104,2024-08-19,Referral,B,True,2024-08-22
61105,2024-07-10,Organic,B,True,2024-07-11
61106,2024-11-23,Organic,A,False,
61107,2024-09-02,Paid Social,B,True,2024-09-07
61108,2024-08-05,Referral,B,True,2024-08-12
61109,2024-04-24,Paid Social,A,True,2024-04-28
61110,2024-11-10,Referral,B,False,
61111,2024-01-20,Paid Social,A,True,2024-01-21
61112,2024-11-24,Organic,B,False,
61113,2024-08-26,Paid Social,A,True,2024-08-30
61114,2024-03-10,Referral,B,False,
61115,2024-11-25,Organic,B,True,2024-11-30
61116,2024-04-29,Influencer,B,False,
61117,2024-03-02,Paid Social,A,True,2024-03-06
61118,2024-04-26,Paid Social,B,True,2024-05-01
61119,2024-12-16,Referral,A,True,2024-12-17
61120,2024-10-01,Paid Social,A,False,
61121,2024-11-30,Paid Social,B,True,2024-12-02
61122,2024-04-19,Organic,A,True,2024-04-19
61123,2024-01-31,Referral,B,True,2024-02-01
61124,2024-07-24,Influencer,A,True,2024-07-28
61125,2024-06-25,Organic,B,True,2024-07-01
61126,2024-09-20,Organic,B,False,
61127,2024-07-17,Paid Social,A,True,2024-07-17
61128,2024-05-24,Paid Social,B,False,
61129,2024-01-02,Influencer,A,False,
61130,2024-06-19,Influencer,B,True,2024-06-20
61131,2024-02-14,Referral,B,True,2024-02-18
61132,2024-12-02,Referral,B,False,
61133,2024-12-02,Referral,B,False,
61134,2024-10-20,Organic,A,True,2024-10-24
61135,2024-02-27,Paid Social,B,False,
61136,2024-02-23,Referral,A,False,
61137,2024-07-24,Influencer,A,True,2024-07-27
61138,2024-09-22,Influencer,B,True,2024-09-23
61139,2024-11-26,Organic,A,True,2024-11-27
61140,2024-11-22,Influencer,A,True,2024-11-22
61141,2024-02-26,Influencer,A,False,
61142,2024-12-29,Organic,A,True,2025-01-03
61143,2024-02-27,Organic,B,False,
61144,2024-11-02,Organic,A,False,
61145,2024-08-02,Organic,A,True,2024-08-06
61146,2024-09-04,Paid Social,A,True,2024-09-05
61147,2024-08-08,Paid Social,A,False,
61148,2024-11-13,Organic,B,True,2024-11-15
61149,2024-08-20,Referral,A,True,2024-08-22
61150,2024-11-05,Organic,A,True,2024-11-11
61151,2024-02-26,Referral,B,True,2024-02-29
61152,2024-11-12,Influencer,A,False,
61153,2024-12-28,Paid Social,B,False,
61154,2024-08-29,Referral,B,True,2024-08-31
61155,2024-12-22,Organic,A,False,
61156,2024-03-21,Organic,A,True,2024-03-28
61157,2024-10-29,Paid Social,A,False,
61158,2024-03-02,Referral,B,False,
61159,2024-07-07,Organic,B,True,2024-07-10
61160,2024-08-30,Influencer,A,True,2024-08-30
61161,2024-08-28,Influencer,A,False,
61162,2024-09-01,Organic,B,True,2024-09-02
61163,2024-04-27,Referral,A,False,
61164,2024-12-21,Organic,A,True,2024-12-23
61165,2024-01-03,Organic,A,False,
61166,2024-08-14,Referral,B,True,2024-08-19
61167,2024-11-12,Organic,A,True,2024-11-13
61168,2024-11-21,Paid Social,A,False,
61169,2024-09-19,Organic,A,True,2024-09-26
61170,2024-07-28,Paid Social,A,False,
61171,2024-06-15,Referral,B,False,
61172,2024-06-13,Organic,A,True,2024-06-20
61173,2024-06-04,Organic,B,False,
61174,2024-09-12,Influencer,B,False,
61175,2024-09-23,Organic,A,False,
61176,2024-07-06,Paid Social,A,False,
61177,2024-09-27,Paid Social,B,True,2024-10-01
61178,2024-07-11,Referral,B,False,
61179,2024-02-05,Organic,B,False,
61180,2024-11-06,Influencer,A,False,
61181,2024-11-13,Organic,B,False,
61182,2024-04-07,Organic,B,True,2024-04-13
61183,2024-10-14,Organic,B,False,
61184,2024-07-05,Organic,A,False,
61185,2024-02-15,Organic,A,True,2024-02-19
61186,2024-05-25,Organic,B,False,
61187,2024-01-28,Referral,A,True,2024-02-04
61188,2024-10-14,Influencer,A,True,2024-10-21
61189,2024-03-12,Referral,B,True,2024-03-18
61190,2024-03-01,Organic,A,True,2024-03-04
61191,2024-03-17,Organic,B,True,2024-03-23
61192,2024-03-23,Referral,A,False,
61193,2024-09-02,Organic,A,True,2024-09-04
61194,2024-08-21,Referral,A,False,
61195,2024-02-17,Organic,A,True,2024-02-23
61196,2024-09-21,Organic,A,False,
61197,2024-05-07,Organic,A,False,
61198,2024-06-15,Organic,B,False,
61199,2024-02-15,Referral,A,False,
61200,2024-09-15,Paid Social,B,False,
61201,2024-05-17,Influencer,A,False,
61202,2024-08-18,Paid Social,B,True,2024-08-20
61203,2024-06-04,Referral,A,True,2024-06-08
61204,2024-01-18,Organic,A,True,2024-01-18
61205,2024-09-13,Paid Social,B,True,2024-09-14
61206,2024-07-20,Paid Social,A,False,
61207,2024-06-07,Referral,A,True,2024-06-10
61208,2024-03-14,Referral,B,True,2024-03-16
61209,2024-08-15,Organic,B,False,
61210,2024-04-10,Organic,A,True,2024-04-16
61211,2024-06-05,Paid Social,A,True,2024-06-12
61212,2024-01-21,Organic,B,True,2024-01-23
61213,2024-10-10,Referral,A,True,2024-10-15
61214,2024-02-02,Organic,B,False,
61215,2024-11-21,Paid Social,A,True,2024-11-22
61216,2024-11-12,Paid Social,A,False,
61217,2024-12-20,Organic,A,False,
61218,2024-11-27,Paid Social,B,True,2024-11-30
61219,2024-12-20,Influencer,A,False,
61220,2024-11-19,Referral,B,True,2024-11-24
61221,2024-02-11,Referral,B,False,
61222,2024-06-08,Organic,A,True,2024-06-08
61223,2024-01-28,Paid Social,A,True,2024-02-04
61224,2024-07-18,Organic,B,True,2024-07-22
61225,2024-07-12,Organic,A,False,
61226,2024-12-02,Organic,B,True,2024-12-09
61227,2024-12-19,Referral,A,True,2024-12-20
61228,2024-04-04,Organic,A,True,2024-04-04
61229,2024-07-31,Organic,A,True,2024-08-02
61230,2024-06-18,Organic,A,False,
61231,2024-07-18,Organic,A,True,2024-07-24
61232,2024-07-13,Referral,B,True,2024-07-16
61233,2024-11-29,Influencer,B,True,2024-12-03
61234,2024-11-23,Paid Social,B,False,
61235,2024-02-14,Organic,A,True,2024-02-14
61236,2024-05-05,Paid Social,B,False,
61237,2024-10-01,Organic,B,False,
61238,2024-09-06,Organic,A,True,2024-09-12
61239,2024-08-18,Referral,A,False,
61240,2024-12-28,Organic,B,False,
61241,2024-05-02,Organic,A,True,2024-05-02
61242,2024-07-07,Organic,B,True,2024-07-10
61243,2024-12-23,Organic,A,False,
61244,2024-09-10,Organic,A,False,
61245,2024-08-24,Paid Social,A,True,2024-08-28
61246,2024-02-26,Paid Social,A,True,2024-02-27
61247,2024-03-31,Organic,A,True,2024-04-07
61248,2024-05-17,Referral,A,False,
61249,2024-06-18,Referral,A,True,2024-06-24
61250,2024-06-30,Organic,B,True,2024-06-30
61251,2024-11-25,Organic,A,False,
61252,2024-02-09,Influencer,B,True,2024-02-09
61253,2024-03-31,Organic,A,False,
61254,2024-02-22,Paid Social,B,False,
61255,2024-09-25,Referral,A,True,2024-09-29
61256,2024-12-20,Influencer,B,False,
61257,2024-11-22,Paid Social,A,False,
61258,2024-09-21,Paid Social,B,False,
61259,2024-01-08,Referral,B,False,
61260,2024-05-06,Paid Social,A,False,
61261,2024-11-11,Organic,B,True,2024-11-16
61262,2024-08-26,Referral,B,True,2024-09-01
61263,2024-03-17,Referral,A,True,2024-03-18
61264,2024-06-19,Paid Social,B,True,2024-06-26
61265,2024-02-02,Organic,B,False,
61266,2024-07-09,Paid Social,A,False,
61267,2024-11-24,Organic,B,True,2024-11-30
61268,2024-01-15,Influencer,B,True,2024-01-15
61269,2024-08-12,Organic,B,True,2024-08-13
61270,2024-03-26,Influencer,A,True,2024-04-01
61271,2024-12-27,Influencer,A,True,2024-12-27
61272,2024-01-24,Paid Social,A,True,2024-01-29
61273,2024-08-13,Paid Social,B,False,
61274,2024-04-03,Referral,B,False,
61275,2024-11-18,Referral,A,True,2024-11-18
61276,2024-02-14,Organic,B,False,
61277,2024-06-05,Referral,B,True,2024-06-10
61278,2024-03-08,Organic,B,True,2024-03-15
61279,2024-10-18,Paid Social,B,True,2024-10-22
61280,2024-05-08,Organic,B,False,
61281,2024-03-09,Paid Social,B,True,2024-03-09
61282,2024-09-21,Influencer,B,False,
61283,2024-10-25,Organic,A,True,2024-10-28
61284,2024-06-17,Referral,B,True,2024-06-19
61285,2024-05-18,Paid Social,A,False,
61286,2024-08-18,Referral,A,True,2024-08-24
61287,2024-08-25,Influencer,B,True,2024-08-28
61288,2024-08-29,Paid Social,B,True,2024-09-03
61289,2024-04-10,Organic,A,True,2024-04-17
61290,2024-12-09,Organic,B,True,2024-12-15
61291,2024-03-18,Referral,B,False,
61292,2024-05-16,Referral,A,False,
61293,2024-04-13,Paid Social,B,False,
61294,2024-12-05,Organic,B,True,2024-12-09
61295,2024-10-29,Organic,B,True,2024-11-05
61296,2024-10-23,Organic,B,True,2024-10-24
61297,2024-01-02,Organic,A,False,
61298,2024-09-07,Referral,A,False,
61299,2024-03-25,Paid Social,B,True,2024-04-01
61300,2024-12-19,Organic,A,False,
61301,2024-07-12,Organic,A,False,
61302,2024-07-25,Organic,B,True,2024-08-01
61303,2024-05-10,Organic,B,True,2024-05-16
61304,2024-07-14,Organic,B,True,2024-07-21
61305,2024-09-30,Referral,B,False,
61306,2024-07-24,Organic,A,True,2024-07-31
61307,2024-08-22,Paid Social,A,False,
61308,2024-06-21,Organic,B,False,
61309,2024-09-18,Paid Social,B,True,2024-09-19
61310,2024-11-24,Referral,B,False,
61311,2024-01-19,Paid Social,A,True,2024-01-23
61312,2024-02-09,Paid Social,A,True,2024-02-11
61313,2024-09-07,Paid Social,B,False,
61314,2024-05-17,Organic,A,True,2024-05-24
61315,2024-04-12,Paid Social,A,False,
61316,2024-03-06,Organic,A,True,2024-03-13
61317,2024-07-28,Paid Social,B,False,
61318,2024-05-06,Paid Social,B,False,
61319,2024-07-04,Referral,A,True,2024-07-05
61320,2024-12-15,Referral,A,True,2024-12-15
61321,2024-10-03,Paid Social,A,True,2024-10-08
61322,2024-10-17,Referral,B,False,
61323,2024-02-15,Paid Social,B,False,
61324,2024-04-28,Organic,B,True,2024-05-02
61325,2024-02-08,Organic,B,True,2024-02-15
61326,2024-12-19,Referral,B,True,2024-12-19
61327,2024-09-05,Organic,B,True,2024-09-06
61328,2024-01-08,Referral,A,True,2024-01-10
61329,2024-06-22,Paid Social,A,True,2024-06-22
61330,2024-04-06,Paid Social,A,True,2024-04-13
61331,2024-07-16,Influencer,A,True,2024-07-19
61332,2024-03-06,Referral,A,True,2024-03-12
61333,2024-01-21,Paid Social,A,False,
61334,2024-04-27,Organic,B,True,2024-05-01
61335,2024-04-17,Organic,B,True,2024-04-19
61336,2024-09-18,Organic,B,True,2024-09-21
61337,2024-06-22,Paid Social,A,False,
61338,2024-04-16,Organic,A,True,2024-04-19
61339,2024-07-27,Referral,B,True,2024-08-03
61340,2024-01-27,Referral,B,True,2024-02-02
61341,2024-08-29,Organic,A,True,2024-08-29
61342,2024-02-23,Referral,B,True,2024-02-24
61343,2024-04-12,Paid Social,A,False,
61344,2024-04-12,Organic,A,True,2024-04-13
61345,2024-06-19,Organic,A,False,
61346,2024-12-13,Referral,B,True,2024-12-16
61347,2024-04-28,Referral,B,False,
61348,2024-04-12,Organic,B,True,2024-04-16
61349,2024-03-02,Referral,A,True,2024-03-03
61350,2024-05-23,Organic,B,True,2024-05-30
61351,2024-03-07,Organic,A,True,2024-03-14
61352,2024-02-20,Influencer,B,False,
61353,2024-11-08,Organic,B,False,
61354,2024-01-20,Organic,B,True,2024-01-27
61355,2024-09-16,Paid Social,A,True,2024-09-22
61356,2024-03-14,Referral,B,True,2024-03-19
61357,2024-01-05,Referral,A,False,
61358,2024-10-17,Paid Social,A,False,
61359,2024-09-13,Paid Social,B,False,
61360,2024-05-02,Organic,A,False,
61361,2024-01-29,Paid Social,A,False,
61362,2024-05-11,Referral,B,True,2024-05-14
61363,2024-03-07,Influencer,A,False,
61364,2024-12-06,Referral,B,True,2024-12-09
61365,2024-07-12,Organic,A,True,2024-07-15
61366,2024-12-17,Organic,B,False,
61367,2024-05-08,Organic,A,True,2024-05-14
61368,2024-07-22,Referral,A,True,2024-07-26
61369,2024-03-10,Organic,A,True,2024-03-15
61370,2024-10-22,Paid Social,A,False,
61371,2024-01-16,Influencer,B,True,2024-01-23
61372,2024-09-10,Influencer,B,True,2024-09-17
61373,2024-05-22,Influencer,A,True,2024-05-22
61374,2024-07-30,Organic,A,False,
61375,2024-08-04,Influencer,A,True,2024-08-07
61376,2024-09-16,Organic,A,False,
61377,2024-03-15,Referral,A,False,
61378,2024-07-12,Organic,B,True,2024-07-19
61379,2024-06-04,Organic,A,True,2024-06-05
61380,2024-04-12,Paid Social,B,False,
61381,2024-06-29,Paid Social,A,True,2024-07-03
61382,2024-12-13,Referral,A,False,
61383,2024-12-12,Paid Social,B,True,2024-12-17
61384,2024-04-11,Organic,B,True,2024-04-17
61385,2024-11-18,Paid Social,B,False,
61386,2024-11-16,Organic,A,True,2024-11-19
61387,2024-04-01,Organic,A,True,2024-04-03
61388,2024-08-06,Paid Social,B,False,
61389,2024-11-13,Organic,A,False,
61390,2024-07-06,Referral,A,True,2024-07-08
61391,2024-05-14,Organic,A,True,2024-05-14
61392,2024-08-25,Influencer,A,True,2024-08-31
61393,2024-03-03,Paid Social,A,True,2024-03-07
61394,2024-02-29,Referral,A,False,
61395,2024-10-30,Organic,B,True,2024-10-30
61396,2024-01-16,Organic,A,False,
61397,2024-10-20,Influencer,A,True,2024-10-22
61398,2024-04-16,Paid Social,B,True,2024-04-23
61399,2024-06-25,Organic,A,True,2024-07-01
61400,2024-07-17,Influencer,B,True,2024-07-23
61401,2024-10-06,Paid Social,A,True,2024-10-11
61402,2024-11-18,Referral,A,False,
61403,2024-10-20,Organic,A,False,
61404,2024-07-27,Organic,A,True,2024-08-02
61405,2024-05-07,Influencer,B,False,
61406,2024-07-11,Organic,B,True,2024-07-11
61407,2024-01-11,Referral,A,False,
61408,2024-03-30,Paid Social,A,True,2024-03-31
61409,2024-05-13,Referral,B,False,
61410,2024-04-26,Organic,B,True,2024-04-30
61411,2024-02-04,Paid Social,B,True,2024-02-06
61412,2024-01-19,Organic,A,True,2024-01-21
61413,2024-06-02,Paid Social,A,True,2024-06-04
61414,2024-01-28,Paid Social,B,True,2024-01-28
61415,2024-04-14,Referral,B,False,
61416,2024-06-22,Paid Social,B,False,
61417,2024-03-17,Referral,B,False,
61418,2024-01-30,Paid Social,A,True,2024-02-06
61419,2024-06-06,Organic,A,True,2024-06-11
61420,2024-06-12,Referral,A,True,2024-06-19
61421,2024-11-30,Paid Social,B,False,
61422,2024-02-16,Referral,B,True,2024-02-23
61423,2024-08-12,Influencer,A,False,
61424,2024-04-26,Influencer,B,True,2024-05-03
61425,2024-02-15,Referral,B,True,2024-02-19
61426,2024-05-23,Organic,A,True,2024-05-26
61427,2024-06-05,Influencer,B,False,
61428,2024-05-12,Paid Social,A,False,
61429,2024-10-06,Influencer,B,False,
61430,2024-11-02,Paid Social,A,False,
61431,2024-02-24,Organic,B,False,
61432,2024-03-02,Paid Social,B,False,
61433,2024-06-02,Organic,A,True,2024-06-07
61434,2024-04-26,Organic,B,True,2024-04-29
61435,2024-10-26,Referral,A,True,2024-10-30
61436,2024-12-29,Influencer,A,False,
61437,2024-03-07,Paid Social,B,True,2024-03-14
61438,2024-10-05,Organic,A,True,2024-10-08
61439,2024-08-09,Organic,A,False,
61440,2024-08-23,Organic,B,False,
61441,2024-04-06,Referral,B,False,
61442,2024-02-05,Organic,A,False,
61443,2024-07-17,Influencer,A,True,2024-07-22
61444,2024-08-11,Paid Social,B,True,2024-08-13
61445,2024-12-17,Paid Social,B,True,2024-12-24
61446,2024-09-03,Paid Social,B,True,2024-09-09
61447,2024-06-10,Influencer,A,True,2024-06-14
61448,2024-12-28,Organic,B,True,2025-01-01
61449,2024-05-16,Organic,A,False,
61450,2024-02-29,Referral,A,True,2024-03-02
61451,2024-08-13,Organic,A,True,2024-08-14
61452,2024-04-07,Organic,B,False,
61453,2024-12-02,Influencer,B,False,
61454,2024-06-05,Organic,B,True,2024-06-06
61455,2024-02-24,Organic,B,False,
61456,2024-02-21,Referral,A,True,2024-02-27
61457,2024-08-25,Paid Social,B,True,2024-08-30
61458,2024-05-13,Paid Social,A,True,2024-05-14
61459,2024-05-12,Paid Social,B,True,2024-05-12
61460,2024-08-11,Referral,A,True,2024-08-11
61461,2024-03-21,Organic,B,False,
61462,2024-02-23,Referral,A,True,2024-02-23
61463,2024-08-27,Paid Social,B,True,2024-09-03
61464,2024-01-02,Organic,B,False,
61465,2024-11-27,Referral,B,True,2024-12-04
61466,2024-03-07,Organic,A,False,
61467,2024-06-12,Organic,B,False,
61468,2024-03-18,Paid Social,A,True,2024-03-24
61469,2024-03-20,Paid Social,A,True,2024-03-22
61470,2024-10-31,Paid Social,B,False,
61471,2024-08-01,Paid Social,A,True,2024-08-04
61472,2024-04-23,Paid Social,A,True,2024-04-28
61473,2024-04-01,Organic,B,True,2024-04-03
61474,2024-03-18,Paid Social,A,True,2024-03-23
61475,2024-07-21,Referral,A,True,2024-07-26
61476,2024-09-23,Referral,A,True,2024-09-24
61477,2024-04-02,Organic,B,False,
61478,2024-05-01,Organic,B,False,
61479,2024-09-19,Organic,A,False,
61480,2024-09-26,Paid Social,A,True,2024-09-29
61481,2024-03-16,Organic,B,True,2024-03-21
61482,2024-05-19,Organic,A,True,2024-05-24
61483,2024-11-13,Paid Social,B,True,2024-11-15
61484,2024-09-27,Organic,A,True,2024-09-30
61485,2024-02-29,Organic,A,True,2024-03-03
61486,2024-05-20,Organic,A,True,2024-05-27
61487,2024-12-21,Referral,B,False,
61488,2024-07-10,Organic,B,True,2024-07-14
61489,2024-09-19,Paid Social,A,False,
61490,2024-02-03,Organic,B,True,2024-02-07
61491,2024-10-30,Referral,B,True,2024-10-31
61492,2024-08-08,Paid Social,A,True,2024-08-10
61493,2024-03-05,Organic,B,False,
61494,2024-05-18,Influencer,B,False,
61495,2024-01-31,Referral,A,True,2024-02-02
61496,2024-10-10,Organic,A,False,
61497,2024-09-28,Organic,B,True,2024-09-30
61498,2024-06-27,Paid Social,B,True,2024-07-01
61499,2024-06-13,Referral,B,True,2024-06-13
61500,2024-06-18,Referral,B,True,2024-06-18
61501,2024-01-14,Paid Social,A,True,2024-01-20
61502,2024-05-14,Organic,B,False,
61503,2024-02-16,Organic,A,False,
61504,2024-03-08,Organic,B,False,
61505,2024-12-17,Referral,B,False,
61506,2024-04-05,Paid Social,B,False,
61507,2024-06-25,Influencer,A,False,
61508,2024-11-20,Organic,B,True,2024-11-21
61509,2024-05-30,Organic,A,True,2024-05-31
61510,2024-07-11,Referral,A,False,
61511,2024-03-02,Paid Social,B,True,2024-03-07
61512,2024-04-14,Organic,A,True,2024-04-16
61513,2024-07-03,Organic,A,True,2024-07-10
61514,2024-05-13,Paid Social,B,True,2024-05-20
61515,2024-01-14,Organic,A,False,
61516,2024-05-26,Organic,B,False,
61517,2024-10-24,Organic,A,True,2024-10-31
61518,2024-02-12,Referral,B,True,2024-02-17
61519,2024-01-07,Paid Social,A,False,
61520,2024-02-13,Paid Social,A,False,
61521,2024-09-07,Paid Social,B,True,2024-09-13
61522,2024-10-17,Paid Social,B,True,2024-10-22
61523,2024-01-18,Influencer,B,True,2024-01-20
61524,2024-11-19,Organic,B,True,2024-11-21
61525,2024-08-16,Paid Social,B,False,
61526,2024-07-08,Referral,A,False,
61527,2024-04-02,Organic,A,True,2024-04-09
61528,2024-05-15,Paid Social,A,True,2024-05-15
61529,2024-12-11,Organic,A,True,2024-12-14
61530,2024-11-28,Influencer,A,False,
61531,2024-08-16,Organic,A,True,2024-08-20
61532,2024-07-30,Paid Social,A,False,
61533,2024-03-17,Organic,B,False,
61534,2024-12-13,Organic,A,True,2024-12-20
61535,2024-10-02,Paid Social,B,False,
61536,2024-05-19,Paid Social,B,False,
61537,2024-10-24,Organic,A,False,
61538,2024-03-18,Influencer,B,True,2024-03-19
61539,2024-03-18,Paid Social,A,True,2024-03-24
61540,2024-10-15,Paid Social,A,True,2024-10-17
61541,2024-07-23,Paid Social,B,False,
61542,2024-07-21,Paid Social,A,True,2024-07-21
61543,2024-07-28,Paid Social,B,True,2024-08-01
61544,2024-02-15,Referral,B,False,
61545,2024-05-07,Paid Social,B,True,2024-05-10
61546,2024-07-28,Paid Social,B,False,
61547,2024-03-31,Organic,B,False,
61548,2024-07-02,Paid Social,A,False,
61549,2024-07-22,Paid Social,B,False,
61550,2024-12-10,Referral,B,True,2024-12-15
61551,2024-03-30,Referral,B,True,2024-03-30
61552,2024-06-09,Paid Social,A,False,
61553,2024-12-24,Organic,A,False,
61554,2024-03-09,Organic,A,True,2024-03-10
61555,2024-10-11,Paid Social,A,True,2024-10-18
61556,2024-03-05,Organic,A,True,2024-03-07
61557,2024-11-06,Referral,B,True,2024-11-08
61558,2024-06-27,Influencer,B,True,2024-06-28
61559,2024-12-20,Paid Social,B,False,
61560,2024-03-03,Paid Social,A,False,
61561,2024-09-08,Paid Social,B,False,
61562,2024-09-10,Referral,B,True,2024-09-16
61563,2024-09-19,Paid Social,B,False,
61564,2024-02-06,Organic,A,True,2024-02-06
61565,2024-04-15,Organic,A,True,2024-04-21
61566,2024-05-03,Organic,A,True,2024-05-08
61567,2024-04-28,Paid Social,A,True,2024-04-28
61568,2024-09-03,Paid Social,B,False,
61569,2024-01-21,Organic,A,True,2024-01-25
61570,2024-09-23,Organic,A,True,2024-09-30
61571,2024-07-11,Influencer,A,True,2024-07-14
61572,2024-03-04,Organic,A,True,2024-03-04
61573,2024-03-23,Paid Social,A,False,
61574,2024-02-05,Paid Social,B,True,2024-02-06
61575,2024-06-16,Organic,B,False,
61576,2024-08-05,Referral,A,True,2024-08-07
61577,2024-07-31,Organic,B,False,
61578,2024-12-17,Paid Social,A,True,2024-12-23
61579,2024-04-18,Paid Social,A,False,
61580,2024-10-05,Organic,A,False,
61581,2024-09-20,Paid Social,A,False,
61582,2024-01-23,Paid Social,A,True,2024-01-30
61583,2024-12-05,Organic,B,False,
61584,2024-12-05,Influencer,A,False,
61585,2024-05-24,Organic,B,True,2024-05-31
61586,2024-06-01,Paid Social,A,True,2024-06-06
61587,2024-10-26,Paid Social,A,True,2024-10-29
61588,2024-06-29,Referral,A,False,
61589,2024-10-18,Paid Social,B,True,2024-10-24
61590,2024-01-14,Paid Social,A,False,
61591,2024-04-01,Influencer,A,False,
61592,2024-02-03,Organic,A,True,2024-02-04
61593,2024-06-14,Paid Social,B,False,
61594,2024-11-07,Influencer,A,True,2024-11-07
61595,2024-07-26,Organic,B,True,2024-07-26
61596,2024-07-08,Referral,B,True,2024-07-09
61597,2024-05-13,Organic,B,False,
61598,2024-01-24,Referral,B,True,2024-01-25
61599,2024-10-06,Referral,A,True,2024-10-11
61600,2024-07-27,Organic,B,True,2024-08-01
61601,2024-12-05,Organic,B,True,2024-12-06
61602,2024-06-06,Paid Social,B,True,2024-06-12
61603,2024-05-26,Paid Social,B,True,2024-05-31
61604,2024-12-21,Paid Social,A,True,2024-12-22
61605,2024-02-21,Organic,A,True,2024-02-27
61606,2024-04-02,Organic,B,False,
61607,2024-06-27,Organic,A,True,2024-07-03
61608,2024-07-10,Referral,A,True,2024-07-11
61609,2024-07-19,Organic,A,True,2024-07-21
61610,2024-03-18,Referral,A,False,
61611,2024-12-04,Paid Social,A,False,
61612,2024-09-13,Paid Social,A,False,
61613,2024-04-04,Organic,B,True,2024-04-06
61614,2024-04-17,Organic,B,True,2024-04-18
61615,2024-11-17,Referral,A,True,2024-11-18
61616,2024-05-18,Influencer,A,True,2024-05-24
